Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Unemployment with basic education (% of total labor force with basic education),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2249002456665,10.4793996810913,12.3833999633789,13.8204002380371,10.4506998062134,8.44219970703125,10.3092002868652,10.7700004577637,11.5,,
"Unemployment with basic education, male (% of male labor force with basic education)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2144002914429,11.3715000152588,11.5504999160767,12.7390003204346,12.3072996139526,11.7805995941162,14.055100440979,14.9300003051758,13.789999961853,,
"Unemployment with basic education, female (% of female labor force with basic education)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5165004730225,12.1676998138428,10.8187999725342,11.8351001739502,13.9982004165649,14.7016000747681,17.3393001556396,18.3099994659424,15.7299995422363,,
Unemployment with advanced education (% of total labor force with advanced education),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3052997589111,15.3816995620728,18.5335998535156,14.3870000839233,18.6825008392334,19.209400177002,16.2161998748779,18.2399997711182,21.5100002288818,,
"Unemployment with advanced education, male (% of male labor force with advanced education)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6129999160767,12.6785001754761,16.2029991149902,14.1445999145508,15.6033000946045,15.7728996276855,14.8998003005981,17.1900005340576,19.1000003814697,,
"Unemployment with advanced education, female (% of female labor force with advanced education)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8787002563477,9.93830013275146,13.6457996368408,13.8773002624512,12.5088996887207,12.2327995300293,13.3999996185303,15.9899997711182,16.3899993896484,,
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0750007629395,32.2159996032715,40.6769981384277,39.4700012207031,36.2779998779297,34.7480010986328,29.7660007476807,34.5559997558594,37.568000793457,35.564998626709,36.0340003967285,33.9539985656738,33.1699981689453,32.1150016784668,31.0690002441406,30.136999130249,26.943000793457,26.3460006713867,27.5200004577637,29.2390003204346,28.7719993591309,27.7040004730225,30.4860000610352,39.359001159668,40.1440010070801,32.7319984436035,30.0160007476807
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5813007354736,27.0624008178711,26.9776992797852,30.5002994537354,22.6625995635986,29.2525005340576,31.2369995117188,,39.7999992370605,,
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2859992980957,38.632999420166,49.0050010681152,46.6769981384277,40.5550003051758,40.1539993286133,34.5989990234375,39.9090003967285,44.7120018005371,42.523998260498,42.9099998474121,39.8860015869141,38.1940002441406,36.2330017089844,34.2830009460449,32.4230003356934,28.2259998321533,27.5750007629395,26.6429996490479,30.4939994812012,29.9340000152588,28.7630004882813,32.5530014038086,42.6269989013672,39.5979995727539,33.9539985656738,31.1399993896484
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5919990539551,26.8782005310059,26.1571006774902,29.6152992248535,24.7621994018555,32.2784996032715,33.6450996398926,,39.25,,
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3129997253418,25.5459995269775,31.9549999237061,31.8339996337891,31.5790004730225,28.6840000152588,24.5109996795654,28.6009998321533,29.3950004577637,27.5739994049072,27.9370002746582,26.8980007171631,27.1399993896484,27.1219997406006,27.1219997406006,27.238000869751,25.2600002288818,24.6770000457764,28.7880001068115,27.2889995574951,26.7880001068115,25.7399997711182,26.1399993896484,32.609001159668,41.2120018005371,30.3850002288818,27.9069995880127
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.943000793457,27.2952995300293,27.9587993621826,31.8365001678467,19.4664001464844,23.3484992980957,27.0660991668701,,40.8499984741211,,
"Labor force, total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420577,1435960,1426968,1405233,1383889,1357669,1353847,1368603,1363892,1354626,1350697,1338328,1338094,1319856,1301290,1282212,1266919,1250632,1234727,1226713,1225744,1271832,1325041,1249102,1275842,1333035,1331755,1330861
"Labor force, female (% of total labor force)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8451636201346,42.1442101451294,42.9069187255776,43.2871274728106,43.6550185744666,43.769799560865,43.2890865806845,43.0244563251725,42.2727019441422,41.5340470358608,41.0810122477506,40.9433262996814,40.9958493200029,41.2485907553551,41.5344773263454,41.801277791816,42.0457030007443,42.2498384816637,42.4173926706065,41.5701146070841,42.4263141406362,42.4799030060574,42.5686450457005,41.5925200664157,41.1007005569655,42.072863803276,41.9905312914162,41.9659152984421
"Part time employment, total (% of total employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3699998855591,16.1000003814697,14.6199998855591,17.6200008392334,25.4799995422363,23.2600002288818,17.75,24.1499996185303,21.9099998474121,,16.0400009155273
"Part time employment, male (% of total male employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.22999954223633,8.96000003814697,8.88000011444092,11.3100004196167,19.8600006103516,18.9200000762939,14,19.3999996185303,17.8999996185303,,13.4099998474121
"Part time employment, female (% of total female employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4699993133545,24.9899997711182,22.2700004577637,26.1100006103516,32.5999984741211,28.7600002288818,22.3299999237061,30.2999992370605,27.25,,19.4899997711182
Labor force with intermediate education (% of total working-age population with intermediate education),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0825004577637,51.1995010375977,47.4137992858887,47.6623992919922,55.8428993225098,50.3504981994629,45.5779991149902,45.1599998474121,46.6199989318848,,
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.282398223877,61.6869010925293,60.7476997375488,59.4734001159668,66.5497970581055,63.1622009277344,58.9370994567871,59.3300018310547,60.1199989318848,,
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3503036499023,71.2040023803711,72.4981002807617,69.9320983886719,75.2436981201172,73.5351028442383,70.0810012817383,70.9100036621094,71.0400009155273,,
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2220001220703,65.4229965209961,65.4509963989258,64.8109970092773,64.1419982910156,63.2410011291504,62.9679985046387,63.617000579834,63.3969993591309,62.951000213623,62.701000213623,62.125,61.6629981994629,60.3839988708496,59.1189994812012,57.9029998779297,56.8629989624023,55.9220008850098,55.0559997558594,54.5340003967285,54.2709999084473,55.7150001525879,57.4440002441406,53.6520004272461,54.3580017089844,56.451000213623,56.2779998779297,56.0699996948242
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",44.9300003051758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3199996948242,48.0699996948242,47.3600006103516,46.689998626709,42.5099983215332,,40.2900009155273,38.810001373291,58.4000015258789,58.4000015258789,57.2000007629395,55.5999984741211,,59.6100006103516,35,34.7900009155273,34.5,34.4500007629395,48.7277984619141,53.1921997070313,54.9928016662598,55.2018013000488,59.9375,56.994800567627,52.418098449707,53.7200012207031,55.6599998474121,57.486198425293,58.3017997741699
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.4160003662109,74.8479995727539,74.8270034790039,74.6309967041016,74.2799987792969,73.6800003051758,73.6589965820313,74.1259994506836,74.0630035400391,73.7890014648438,73.5999984741211,73.0599975585938,72.5960006713867,71.0339965820313,69.4570007324219,67.9020004272461,66.5100021362305,65.2190017700195,64.0100021362305,64.2919998168945,62.984001159668,64.411003112793,66.1169967651367,62.6459999084473,63.8819999694824,65.161003112793,65.0530014038086,64.8629989624023
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",53.0699996948242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.810001373291,50.7799987792969,50.1100006103516,49.2099990844727,48.6100006103516,,48.2000007629395,47.0400009155273,74.4000015258789,73.9000015258789,72,67.8000030517578,,71.1800003051758,42.8800010681152,42.3499984741211,41.7999992370605,41.560001373291,61.122200012207,61.4514999389648,64.7017974853516,63.9715003967285,67.53759765625,65.2791976928711,61.6646995544434,63.5400009155273,64.2799987792969,,
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0140828435612,74.5257034902585,74.9689250055441,74.0724372865602,73.4181485509285,72.6140047228106,71.8269375777346,72.256699701714,71.5309913298733,70.6948188482818,70.2690211642104,69.9356733207185,69.809631916083,70.0495555158396,70.3715937006117,70.7652180869525,71.2509373280417,71.7628300550338,72.2840172831228,69.9076087582108,72.5469959865247,73.1303625392493,73.8176295714549,71.2735076319824,70.1120839770832,73.1664590939729,72.923613288115,72.7965084254099
Ratio of female to male labor force participation rate (%) (national estimate),68.494438822592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.8767256220289,89.0508119490924,88.8445418389535,89.77850259525,75.1697191045623,,67.5103742748215,65.3486376973503,58.6021472848431,59.675233509539,60.277779897054,65.339228972073,,69.2329285867024,63.3628717339213,64.4155883578498,65.3110041515406,65.7122198352319,60.0884813145852,74.2981035240734,71.2936912202141,73.2541848430014,77.719522907524,74.8200063695943,71.2637853895856,69.8615025968638,73.4754207205243,,
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5900001525879,55.7809982299805,56.0970001220703,55.2809982299805,54.5349998474121,53.5019989013672,52.9070014953613,53.5610008239746,52.9780006408691,52.1650009155273,51.7179985046387,51.0950012207031,50.6790008544922,49.7589988708496,48.8779983520508,48.0509986877441,47.3889999389648,46.8030014038086,46.2690010070801,44.9449996948242,45.693000793457,47.1040000915527,48.8059997558594,44.6500015258789,44.7890014648438,47.6759986877441,47.4389991760254,47.2179985046387
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",36.3499984741211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7599983215332,45.2200012207031,44.5200004577637,44.1800003051758,36.5400009155273,,32.5400009155273,30.7399997711182,43.5999984741211,44.0999984741211,43.4000015258789,44.2999992370605,,49.2799987792969,27.1700000762939,27.2800006866455,27.2999992370605,27.3099994659424,36.7274017333984,45.657299041748,46.1282997131348,46.8618011474609,52.4898986816406,48.8418998718262,43.9445991516113,44.3899993896484,47.2299995422363,,
Labor force with basic education (% of total working-age population with basic education),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7844009399414,42.2117004394531,43.1287002563477,44.2953987121582,49.5709991455078,46.2074012756348,39.2022018432617,44.8800010681152,48.5999984741211,,
"Labor force with basic education, male (% of male working-age population with basic education)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3283004760742,48.6352005004883,50.4645004272461,51.6170997619629,55.3595008850098,52.6262016296387,46.4828987121582,53.0800018310547,55.5800018310547,,
"Labor force with basic education, female (% of female working-age population with basic education)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0663986206055,56.2799987792969,59.3305015563965,59.8919982910156,61.9471015930176,59.907600402832,55.5238990783691,62.3499984741211,63.25,,
Labor force with advanced education (% of total working-age population with advanced education),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6574020385742,82.7475967407227,83.7193984985352,78.3330001831055,74.2891998291016,74.3834991455078,73.8647003173828,74.75,72.3300018310547,,
"Labor force with advanced education, male (% of male working-age population with advanced education)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1877975463867,78.9040985107422,81.301399230957,77.9699020385742,74.5169982910156,73.0643005371094,73.4274978637695,74.0699996948242,73.1999969482422,,
"Labor force with advanced education, female (% of female working-age population with advanced education)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1728973388672,75.356201171875,78.8041000366211,77.5735015869141,74.7473983764648,71.7534027099609,72.9356002807617,73.3300018310547,74.2099990844727,,
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.1060028076172,69,69.0270004272461,68.6559982299805,68.2239990234375,67.6009979248047,67.5080032348633,68.0859985351563,68.0370025634766,67.7949981689453,67.677001953125,67.2979965209961,66.9980010986328,66.068000793457,65.1220016479492,64.1969985961914,63.5029983520508,62.9029998779297,62.3709983825684,62.1949996948242,62.1710014343262,63.5309982299805,64.8889999389648,61.1139984130859,62.3170013427734,65.0780029296875,65.1100006103516,65.1729965209961
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.6340026855469,77.5500030517578,77.4899978637695,77.6480026245117,77.6159973144531,77.4169998168945,77.6660003662109,77.9980010986328,78.213996887207,78.2850036621094,78.3209991455078,78.072998046875,77.8320007324219,76.8190002441406,75.7470016479492,74.6529998779297,73.765998840332,72.9469985961914,72.1719970703125,73.015998840332,71.7590026855469,72.9160003662109,74.0350036621094,70.7099990844727,72.5329971313477,74.2959976196289,74.4039993286133,74.5130004882813
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9589996337891,60.076000213623,60.4259986877441,59.7770004272461,59.1809997558594,58.3110008239746,57.8110008239746,58.4679985046387,57.9650001525879,57.2299995422363,56.8310012817383,56.3219985961914,56.0190010070801,55.257999420166,54.5250015258789,53.8359985351563,53.3759994506836,53.0120010375977,52.7179985046387,51.5180015563965,52.681999206543,54.1730003356934,55.701000213623,51.4109992980957,51.9309997558594,55.6650009155273,55.6069984436035,55.6180000305176
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.2630004882813,57.7939987182617,57.7569999694824,57.576000213623,57.2229995727539,56.4370002746582,55.7649993896484,56.5970001220703,55.8779983520508,54.492000579834,53.5,52.2779998779297,51.5309982299805,48.2410011291504,45.1040000915527,42.1920013427734,39.6860008239746,37.390998840332,35.2430000305176,34.3530006408691,32.4690017700195,34.8860015869141,37.2299995422363,29.2779998779297,29.3910007476807,31.443000793457,31.2469997406006,31.201000213623
"Labor force participation rate for ages 15-24, total (%) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1599998474121,,,,,30.1525001525879,33.0685997009277,34.6288986206055,33.6352005004883,44.1021003723145,36.2139015197754,27.5694007873535,29,31.3500003814697,,
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4609985351563,59.3240013122559,58.632999420166,59.2560005187988,59.5559997558594,59.7099990844727,59.7779998779297,59.8600006103516,59.8190002441406,59.2939987182617,58.6800003051758,57.867000579834,57.2709999084473,53.8429985046387,50.5390014648438,47.4469985961914,44.7669982910156,42.2929992675781,39.9550018310547,39.4819984436035,37.9980010986328,41.7859992980957,45.5550003051758,37.2249984741211,37.2000007629395,39.2410011291504,39.0849990844727,39.0120010375977
"Labor force participation rate for ages 15-24, male (%) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8300018310547,,,,,37.0073013305664,37.6352005004883,39.9085998535156,39.9160003662109,51.6553993225098,43.8916015625,36.5167999267578,37.25,39.2400016784668,,
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8419990539551,56.2159996032715,56.8730010986328,55.9160003662109,54.9440002441406,53.2309989929199,51.859001159668,53.4290008544922,52.0610008239746,49.8720016479492,48.5750007629395,46.939998626709,46.0429992675781,42.8860015869141,39.9010009765625,37.140998840332,34.6940002441406,32.4539985656738,30.3740005493164,28.9209995269775,26.4820003509521,27.2140007019043,27.8020000457764,20.2080001831055,20.5,22.6509990692139,22.5599994659424,22.6840000152588
"Labor force participation rate for ages 15-24, female (%) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6599998474121,,,,,23.1896991729736,28.6707992553711,29.9001007080078,27.1786003112793,36.0727996826172,26.9993000030518,19.3554992675781,20.5499992370605,22.6499996185303,,
"Children in employment, total (% of children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.58605,,,,,22,,,,,5.5,,,,,,,
"Children in employment, work only (% of children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.13078,,,,,6.7,,,,,5.1,,,,,,,
"Average working hours of children, working only, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9,,,,,,,
"Children in employment, work only, male (% of male children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0516,,,,,,,,,,4.34748516345779,,,,,,,
"Average working hours of children, working only, male, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6,,,,,,,
"Children in employment, work only, female (% of female children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.59249,,,,,,,,,,6.24229702244166,,,,,,,
"Average working hours of children, working only, female, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,
"Children in employment, study and work (% of children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.86922,,,,,93.3,,,,,94.9,,,,,,,
"Average working hours of children, study and work, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,,,,,,
"Children in employment, study and work, male (% of male children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9484,,,,,,,,,,95.6525148365422,,,,,,,
"Average working hours of children, study and work, male, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,,,,,,,
"Children in employment, study and work, female (% of female children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.40751,,,,,,,,,,93.7577029775583,,,,,,,
"Average working hours of children, study and work, female, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,,,,,,,
"Children in employment, male (% of male children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1191,,,,,25,,,,,6.4,,,,,,,
"Children in employment, female (% of female children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.84332,,,,,18.8,,,,,4.6,,,,,,,
Employment in services (% of total employment) (modeled ILO estimate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4820003509521,14.3190002441406,13.8500003814697,14.1440000534058,14.4890003204346,18.5739994049072,19.2560005187988,20.0599994659424,21.8610000610352,22.4619998931885,23.1280002593994,23.7189998626709,23.6790008544922,24.7919998168945,26.1700000762939,27.1730003356934,33.3889999389648,31.9379997253418,36.0069999694824,36.7229995727539,35.7459983825684,36.0219993591309,37.9980010986328,39.5859985351563,40.0209999084473,40.8880004882813,41.1419982910156
"Employment in services, male (% of male employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4020004272461,16.4130001068115,16.3460006713867,16.7770004272461,17.0450000762939,22.3269996643066,22.3780002593994,24.011999130249,26.1159992218018,26.3969993591309,27.1520004272461,27.556999206543,27.5270004272461,28.7159996032715,30.1620006561279,31.2240009307861,37.9090003967285,34.742000579834,38.3889999389648,38.0369987487793,36.8629989624023,38.5800018310547,39.5940017700195,40.8409996032715,41.2550010681152,42.2169990539551,42.5209999084473
"GNI per capita, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,720,760,760,790,680,420,300,320,400,660,920,830,900,1010,1170,1330,1410,1690,2150,2670,3090,3480,3950,4230,4360,4410,4360,4540,4540,4390,4320,4320
"GNI, PPP (constant 2011 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15183253523.5287,13505286491.6702,14790780088.8489,16714236956.8797,17945440360.2602,19388300042.2064,20090847729.1993,21303977154.3357,22453648747.7114,23677349649.5182,25163060097.9987,26619198597.1605,27094088921.16,27509155966.8342,28660638448.5504,29663229076.2407,29877599117.3602,30828074194.4211,31165131409.841,31928212560.1854,33110559911.84,34152496554.3987
