Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91985170215481,0.775086869927955,1.49211700904471,0.113284291329419,0.047445512760605,0.076420111283146,0.094568914643197,0.07057368982476,0.06817435316893,0.062257490062548,0.09282689455359,0.059396724212657,0.030431322764699,0.020951783997566,0.034705492764446,0.028089858931455,0.04722758888912,0.02558000209631,0.030265184182956,0.122937949553159,0.044672310183975,0.137502384621041,0.085002957584159,0.105888396965646,
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.708157994694,26.1501616891711,17.5907308507285,35.0818763350315,39.0632092945551,32.3926208908015,23.119865853579,19.1981853550662,19.7490846510095,20.8826165464687,24.4116405537367,23.2665528635822,27.4358680703409,35.718220066375,38.3700614159261,39.3990038966954,39.9822020856493,38.0535615904316,38.1208763737831,36.4404954567669,35.4445248259513,33.098963755948,32.63017213517,33.1852076854286,
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015998333995727,,0.007049307580018,0.662143640304711,0.496614931254314,0.050653928502392,0.103920220921524,0.01406514459941,0.014471304143568,0.01555394411439,0.022146400409186,0.0361735748864,0.056627143286063,0.016170444852475,0.213888559175844,0.10197186297463,0.098513988796189,0.11492863317029,0.108280365512011,0.134378870285362,0.146913698040664,0.191856433440301,0.379076888155681,0.409852975588851,
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27554596103955,3.36105677094078,2.2503886909874,3.68124857954962,4.86188950253877,5.30186262854929,2.7244385682542,1.32125532637235,1.3161671138029,1.3253291036383,2.06245021081045,0.781109004902297,1.37818673776958,0.669402391199548,1.17687321227246,1.28902076136171,2.39685937527233,3.47644020936187,1.94918344734802,2.38765783072337,2.1247182908561,2.22413194946003,1.76806171433463,2.12477247926168,
Merchandise exports to high-income economies (% of total merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3063350692433,70.4314158882103,80.0342922834471,61.0008542732639,56.0749012029062,62.3055164806492,74.1556952444062,77.3083269243715,76.6998291688192,75.3899430619361,70.4928771784715,58.2110727421246,64.2466158353928,61.9120662633218,58.6957472487027,56.9136234352468,55.8187639538977,56.6544392233637,58.1052319187661,59.3287071865055,60.5910718331377,62.8435143847794,63.7597771688561,62.5868583380389,
Merchandise exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276000000,95000000,91000000,152000000,336000000,575000000,605000000,751000000,1069000000,1032000000,1005286000,1340000000,1792673539,2400000000,3323000000,4151965000,5021083000,3953920000,4803109000,5850079000,5161809000,5687314000,5889415739.02603,5096144576.94685,5326501295.14631,6300000000
Merchandise exports to economies in the Arab World (% of total merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.497268251619441,2.56414965193697,0.73689692504783,2.80366169365167,4.40707249049379,5.40545911733971,2.34802062153612,0.874754564898319,0.902409347190896,0.985835149007346,1.35155490215999,1.6048665281207,1.23597278020207,0.530145359617302,0.669929854695176,1.09865301340968,1.45146187125357,2.1933538873499,1.10174231333318,1.41511466530232,1.62418603305748,1.94437228564186,1.58401644265607,2.06044361998894,
Ores and metals exports (% of merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1440774677878,13.0186744363957,17.8462831198291,16.6357063653792,15.3128622688575,12.9066953723907,9.4886698915727,12.229722444941,12.8876923311997,12.5623635780661,10.1532345306348,9.03172248139822,7.72378476960209,6.29158794261215,7.43550354570318
Manufactures exports (% of merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1932304493366,47.1877333415604,57.563194914144,62.0643072103108,63.3186895424588,64.0048761053332,60.7437157694087,56.9767333019708,57.7235958497755,61.4004128074782,61.5018022472291,64.9787519171754,66.8251586977151,67.2277335849698,67.3777183544759
Insurance and financial services (% of commercial service exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61374911558194,2.69174743292735,3.63044100050884,3.50679244502944,3.77390569143833,3.50315377207845,3.60917796554238,2.91512404556293,0.944401637408812,0.218413107121958,0.244823731200523,0.249882045583001,0.283641631085855,0.29796497126342,0.358983012048449,0.314993044368126,0.287969612230225,0.425162106419692,0.370723597570573,0.54056438974157
ICT goods exports (% of total goods exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275345654,0.2503912143,0.2783782625,0.2154756906,0.2142956709,0.2567560791,0.2323719166,0.1485867526,0.1362623547,0.1893815522,0.1796199319,0.166911022,0.2577640943,0.1707683383,
Fuel exports (% of merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48239949682276,7.79854406474867,8.7727534802309,8.03055730886399,7.73112251806352,9.64881927965818,13.1058866988515,14.9625149473114,13.8324604751187,8.79681611867331,11.244646288269,9.39659572552002,6.80864895791546,6.66442385061739,8.17413251060791
Food exports (% of merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54805752937118,4.38103665643683,5.77054369452819,4.92933169153093,5.38728195427374,5.97106744750865,7.68731973785668,7.31702899058977,6.81403119215321,7.4380191601867,7.48656138851114,7.01747852582037,8.52676177492449,9.3475436759154,8.65170761671764
Agricultural raw materials exports (% of merchandise exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.96508656881597,11.548634031225,9.76018689062676,8.31221058276507,8.17441781010898,6.80647191566368,6.15369353280222,5.88780545503248,6.17233721623598,6.51022040948397,6.94094897556345,7.10360907625497,7.01529199239922,7.05698827554163,5.20378406711817
Export unit value index (2000 = 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,98.00682811,97.25003466,104.9826907,115.3014107,124.4668673,137.0162473,147.214227,163.4788896,149.5261976,162.7183837,187.2688811,180.4063632,176.2968132,174.6844825,160.138625,154.6601913,
Export volume index (2000 = 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,98.50213826,96.69904042,119.401393,145.4417173,180.3764259,226.8718266,263.8312261,287.3148121,247.3619428,276.1265174,292.2257017,267.6531591,301.8126375,315.5763206,297.6840865,318.5716098,
Medium and high-tech exports (% manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5092624927482,31.5092624927482,31.5092624927482,31.5092624927482,31.5092624927482,31.5092624927482,31.5092624927482,31.5092624927482,31.5092624927482,31.5092624927482,31.5092624927482,31.5092624927482,31.5092624927482,31.5092624927482,29.1365618756319,28.0894146550252,23.4313599886873,24.2713874259419,25.4200391401077,24.5898166406043,22.9977288462698,21.9366812431783,22.7673426720664,23.6277132381897,24.3826269868111,24.8729152768774,,
Net barter terms of trade index (2000 = 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.33384802,99.98527405,100.6491771,100.6245547,100.0818642,103.0714978,102.0534294,100.1666221,100.0214736,101.6611463,101.8527434,99.48286418,98.92777259,98.99916452,102.9737674,103.5279215,
Travel services (% of commercial service imports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.9284027465061,29.9009900899571,28.4803654373402,28.2719723656581,28.6764855239605,28.3246661453228,27.7160537243086,28.8240706993478,37.1154046214589,41.7709120272136,48.1059827657244,36.6132936427063,36.3295942277328,29.0839044626298,27.5416119343743,25.9435108053789,25.7587449280875,25.6080461062863,28.3803758073254,28.4283426200003
Transport services (% of commercial service imports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8528802666266,50.0178335097055,48.5972464723534,45.6517866140527,45.3130821344191,45.3231304924249,46.7252438964371,47.7631204708442,36.1435894428173,37.6049703392644,37.075426282384,34.8422444558351,33.8764108075414,37.9292318413005,41.3298783647098,42.2431735266888,40.3115735151664,38.3173839095597,37.1024535064472,40.111510471518
Commercial service imports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261980103.627978,276735082.543168,256134510.008063,262184223.226482,297970306.515054,374506132.97711,422429176.17466,424843727.467862,458017891.757638,486629707.545544,585069984.140797,631148591.606732,533120901.563645,549200623.238282,505878444.680203,513351499.313849,524932962.836273,480785491.883355,492812369.123264,551573549.233969
"Computer, communications and other services (% of commercial service imports)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.68719946124951,10.5650799254172,13.3525200250394,14.5684369980707,13.6837016692483,14.7377579634114,13.0685329808876,15.3141391057944,18.764834799748,16.1011347441682,11.6787793910029,26.6180612435452,26.9297671263789,29.6925018614913,26.8937699977555,23.0329487193229,25.0153572224132,23.7358952353481,19.4909394974921,17.4843795802614
Import value index (2000 = 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.01680155,59.1678563,73.34676342,91.47372808,103.5729422,100,105.4562163,121.7448123,150.9377673,185.9466837,222.2724464,230.9181214,305.5870758,383.1954654,275.8232233,289.9594051,347.4170211,314.9879427,323.9141464,345.449737,282.414906,286.9106571,
Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0873615108141,64.7374681922698,55.4935644346701,35.0652599461861,33.3914406507454,32.4546521928885,26.6610951547294,16.0461740704616,16.5552851531409,18.2323345332935,17.0802620837537,20.9448990111301,29.4446561278996,39.7668772053576,39.4912467943179,39.0848565416981,38.8366690944114,40.1697219856713,40.5698497598249,40.3290250666652,39.3154066942308,36.7334725005925,34.9403574563747,33.6170058579341,
Merchandise imports by the reporting economy (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424156584,775132723,949602123,1941388668,2400356895,2548237387,2627230603,3468538996,3545451163,3970080138,4835549027,5996881395,6612499146,7579393095,9746846024,12222281609,8387824301,9248229767,11080860685,10046541297,10323434542,11020544216,9018592892,9187595463,
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.410333368773076,0.746585046442427,0.814559573178208,1.06053220250897,0,-3.92428117216067E-08,-7.61257880338417E-08,31.6594040968366,31.0131806207029,27.8210646034068,38.6194357780834,28.0935880340185,4.1173826867667,0.199115309244955,0.255813295281415,0.261305082158167,0.25280224333589,0.34864288423123,0.198247100333434,0.202603238251537,0.315687786534715,0.414160218455767,0.435929445655257,0.519061012122841,
"Smoking prevalence, females (% of adults)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2,,,,,33.9,,,,,32.1,31.9,31.6,31.2,30.9,30.5,30.2,
"Smoking prevalence, total (ages 15+)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7,,,,,44.3,,,,,41.7,41.2,40.7,40.2,39.7,39.4,38.9,
Prevalence of anemia among pregnant women (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3,38.7,38.1,37.5,36.8,36.2,35.4,34.6,33.9,33.2,32.6,32,31.5,31.1,30.8,30.4,30.1,29.8,29.5,29.3,29.1,29.1,29.1,29.2,29.3,29.5,29.8,
Lifetime risk of maternal death (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052371859695393,0.053289539150134,0.048423937625346,0.045053548898927,0.041126536298946,0.036996462972156,0.035116945375323,0.032904264300044,0.02874421669417,0.025786850619484,0.023650803046951,0.02065346938171,0.018457355244624,0.017936498320305,0.018030246487178,0.016772421114145,0.017214572985541,0.017813864105917,0.01684223502312,0.017483642788011,0.016715963840356,0.015784534937694,0.015960827206089,0.015488917404066,0.015045921980905,0.01462359497698,,
Lifetime risk of maternal death (1 in: rate varies by country),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1900,2100,2200,2400,2700,2800,3000,3500,3900,4200,4800,5400,5600,5500,6000,5800,5600,5900,5700,6000,6300,6300,6500,6600,6800,,
Number of maternal deaths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,16,14,13,11,10,9,8,7,7,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,,
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Use of insecticide-treated bed nets (% of under-5 population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Incidence of malaria (per 1,000 population at risk)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specialist surgical workforce (per 100,000 population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.61,32.3,,,
"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,,,,,1.033,1.089,1.17,1.207,1.28,1.362,1.419,1.485,1.52,1.557,1.57,1.555,,,,,,,1.427,1.401,1.422,1.338,,1.34,,1.418,,,,1.65,1.738,1.796,1.835,1.886,,,,
"Nurses and midwives (per 1,000 people)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69,,,,5.042,5.622,5.679,5.878,5.767,5.885,,,
"Community health workers (per 1,000 people)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hospital beds (per 1,000 people)",,,,,,,,,,,,,,,,,,,,,4.83109998703003,4.92280006408691,4.91790008544922,4.90469980239868,4.8137001991272,4.71810007095337,4.74200010299683,4.5935001373291,4.57819986343384,4.49830007553101,4.4590997696,4.3779997826,,,,,,,3.8199999332,3.7999999523,3.2400000095,3.2200000286,,3.0999999046,,3,,,,3.4,3.5,,,,,,,
"Immunization, measles (% of children ages 12-23 months)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,48,57,53,70,86,84,83,80,92,89,84,88,90,85,96,84,93,91,89,94,92,89,83,68,69
"Immunization, DPT (% of children ages 12-23 months)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,38,82,55,67,79,89,90,85,91,80,87,84,93,87,95,91,90,89,88,92,89,86,82,78,75
"Immunization, HepB3 (% of one-year-old children)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,93,90,94,88,90,89,88,92,91,89,82,78,77
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incidence of HIV (% of uninfected population ages 15-49),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Children (ages 0-14) newly infected with HIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adults (ages 15+) newly infected with HIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antiretroviral therapy coverage (% of people living with HIV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prevalence of HIV, male (% ages 15-24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prevalence of HIV, female (% ages 15-24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Children (0-14) living with HIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
People using safely managed drinking water services (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.561460004652,86.9576577177758,87.3546048732295,87.5117098637901,87.6119943452435,87.7123399819949,87.8127467740444,87.913214721392,88.0143989740895,88.116175107485,88.2184513886314,88.3211614958938,88.4242093280895,88.4787519661563,88.5721687487937,88.575493099588,,
"People using safely managed drinking water services, urban (% of urban population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"People using safely managed drinking water services, rural (% of rural population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
People using at least basic drinking water services (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3981743313782,96.2869232375956,96.3783627581792,96.4909806570575,96.6036588569068,96.7164056455155,96.8292210228835,96.942104989011,97.0550243105715,97.1678743489003,97.2805522208584,97.3929486335038,97.5049558045004,97.5619918016434,97.6617295799062,97.6601861252389,,
"People using at least basic drinking water services, urban (% of urban population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4774773134267,96.921882809972,96.8817298778475,96.8952949928469,96.9088601078464,96.9224252228458,96.9359903378453,96.9495554528447,96.9631205678442,96.9766856828436,96.9902507978431,97.0038159128425,97.017381027842,97.0309461428414,97.0445112578409,97.0445112578409,,
"People using at least basic drinking water services, rural (% of rural population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6992076623105,95.8760793472751,96.0529510322397,96.2298227172044,96.406694402169,96.5835660871336,96.7604377720982,96.9373094570628,97.1141811420274,97.291052826992,97.4679245119566,97.6447961969212,97.8216678818858,97.9085044909956,98.0666666666667,98.0666666666667,,
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9,,,,,
"Mortality rate, neonatal (per 1,000 live births)",,,,,,,,,,,,,,,,,,,,,,,,,,15.5,14.1,13,12.2,11.6,11.3,10.9,10.4,9.9,9.3,8.7,8.2,7.7,7.3,6.9,6.5,6.2,5.9,5.7,5.6,5.4,5.3,5.3,5.2,5.1,5,4.9,4.7,4.5,4.4,4.2,4.1,4
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4,,,,,22.8,,,,,20.9,,,,,18.2,17.8,
"Mortality rate, under-5, male (per 1,000 live births)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,,,,,,,,,,10.9,,,,,,,,,,7.9,,,,,6.6,,6.2
"Mortality rate, under-5, female (per 1,000 live births)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,,,,,,,,,,8.7,,,,,,,,,,6.4,,,,,5.4,,5.2
"Mortality rate, under-5 (per 1,000 live births)",,,,,,,,,,,,,,,,,,,,,,,,,29.4,27.1,24.9,23,21.3,19.7,18.2,16.8,18,17.5,14.7,14.1,12.2,11.5,10.9,10.3,9.9,9.5,9.3,9.2,9,8.9,8.6,8.3,7.9,7.5,7.2,6.8,6.6,6.4,6.2,6,5.9,5.7
"Prevalence of HIV, total (% of population ages 15-49)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Women's share of population ages 15+ living with HIV (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
